settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,exports_json,imports_json,demographic_breakdown_json,class_density_json
Blackstone,Moonshae,Caer Callidyrr,810,80738,80,"{'humans': 810, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",44,Work-related accidents,['Hierarchy'],"{'Aristocratic': 0, 'Wealthy': 1, 'Comfortable': 42, 'Modest': 62, 'Poor': 243, 'Squalid': 226, 'Wretched': 11}",0,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,81.3,56.2,52,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 810.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 1.0, ""Comfortable"": 42.0, ""Modest"": 62.0, ""Poor"": 243.0, ""Squalid"": 226.0, ""Wretched"": 11.0}"
Blythe,Moonshae,Caer Callidyrr,666,68364,68,"{'humans': 666, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",40,Starvation,['Meritocracy'],"{'Aristocratic': 0, 'Wealthy': 5, 'Comfortable': 27, 'Modest': 53, 'Poor': 206, 'Squalid': 191, 'Wretched': 12}",0,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,85.1,54.5,62,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 666.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 5.0, ""Comfortable"": 27.0, ""Modest"": 53.0, ""Poor"": 206.0, ""Squalid"": 191.0, ""Wretched"": 12.0}"
Borth,Moonshae,Caer Callidyrr,16630,3092937,4052,"{'humans': 16630, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",48,Assassination,['Matriarchy'],"{'Aristocratic': 17, 'Wealthy': 191, 'Comfortable': 2074, 'Modest': 1911, 'Poor': 5597, 'Squalid': 3614, 'Wretched': 1447}",15,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,guilds,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,85.7,49.6,72,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 16630.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 17.0, ""Wealthy"": 191.0, ""Comfortable"": 2074.0, ""Modest"": 1911.0, ""Poor"": 5597.0, ""Squalid"": 3614.0, ""Wretched"": 1447.0}"
Bounty,Moonshae,Caer Callidyrr,591,70080,70,"{'humans': 591, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",49,Starvation,['Confederacy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 35, 'Modest': 70, 'Poor': 200, 'Squalid': 120, 'Wretched': 10}",0,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,77.1,50.7,75,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 591.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 35.0, ""Modest"": 70.0, ""Poor"": 200.0, ""Squalid"": 120.0, ""Wretched"": 10.0}"
Brannoch,Moonshae,Caer Callidyrr,907,114792,114,"{'humans': 901, 'halflings': 5, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",50,Exposure to the elements,['Militocracy'],"{'Aristocratic': 0, 'Wealthy': 8, 'Comfortable': 36, 'Modest': 132, 'Poor': 275, 'Squalid': 235, 'Wretched': 9}",0,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,82.4,59.8,48,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 901.0, ""halflings"": 5.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 8.0, ""Comfortable"": 36.0, ""Modest"": 132.0, ""Poor"": 275.0, ""Squalid"": 235.0, ""Wretched"": 9.0}"
Bray,Moonshae,Caer Callidyrr,423,49932,49,"{'humans': 423, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",50,Assassination,['Patriarchy'],"{'Aristocratic': 0, 'Wealthy': 3, 'Comfortable': 22, 'Modest': 40, 'Poor': 141, 'Squalid': 126, 'Wretched': 5}",0,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,68.5,45.1,42,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 423.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 3.0, ""Comfortable"": 22.0, ""Modest"": 40.0, ""Poor"": 141.0, ""Squalid"": 126.0, ""Wretched"": 5.0}"
Cambro,Moonshae,Caer Callidyrr,17348,3854546,8515,"{'humans': 17348, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",47,Work-related accidents,['Patriarchy'],"{'Aristocratic': 75, 'Wealthy': 372, 'Comfortable': 1695, 'Modest': 3340, 'Poor': 5610, 'Squalid': 4704, 'Wretched': 1588}",17,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,guilds,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,72.7,61.2,46,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 17348.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 75.0, ""Wealthy"": 372.0, ""Comfortable"": 1695.0, ""Modest"": 3340.0, ""Poor"": 5610.0, ""Squalid"": 4704.0, ""Wretched"": 1588.0}"
Caer Corwell,Moonshae,Caer Callidyrr,144,17556,17,"{'humans': 136, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 7}",50,Magic mishaps,['Magocracy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 6, 'Modest': 24, 'Poor': 43, 'Squalid': 35, 'Wretched': 2}",0,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,76.3,61.5,89,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 136.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 7.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 6.0, ""Modest"": 24.0, ""Poor"": 43.0, ""Squalid"": 35.0, ""Wretched"": 2.0}"
Caer Moray,Moonshae,Caer Callidyrr,16485,3434869,5288,"{'humans': 16485, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",47,Magic mishaps,['Plutocracy'],"{'Aristocratic': 30, 'Wealthy': 477, 'Comfortable': 1359, 'Modest': 3000, 'Poor': 5326, 'Squalid': 4194, 'Wretched': 1098}",17,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,guilds,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,78.2,51.8,89,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 16485.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 30.0, ""Wealthy"": 477.0, ""Comfortable"": 1359.0, ""Modest"": 3000.0, ""Poor"": 5326.0, ""Squalid"": 4194.0, ""Wretched"": 1098.0}"
Caer Westphal,Moonshae,Caer Callidyrr,127,18104,18,"{'humans': 17, 'halflings': 9, 'elves': 0, 'dwarves': 100, 'half-elves': 0, 'misc.': 0}",142,Assassination,['Feudalism'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 8, 'Modest': 22, 'Poor': 42, 'Squalid': 32, 'Wretched': 1}",0,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,84.4,59.5,52,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 17.0, ""halflings"": 9.0, ""elves"": 0.0, ""dwarves"": 100.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 8.0, ""Modest"": 22.0, ""Poor"": 42.0, ""Squalid"": 32.0, ""Wretched"": 1.0}"
Caervu,Moonshae,Caer Callidyrr,7706,1295312,1335,"{'humans': 7706, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",49,Exposure to the elements,['Oligarchy'],"{'Aristocratic': 2, 'Wealthy': 128, 'Comfortable': 473, 'Modest': 1380, 'Poor': 2485, 'Squalid': 1938, 'Wretched': 328}",20,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,87.3,47.4,73,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 7706.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 2.0, ""Wealthy"": 128.0, ""Comfortable"": 473.0, ""Modest"": 1380.0, ""Poor"": 2485.0, ""Squalid"": 1938.0, ""Wretched"": 328.0}"
Cobh,Moonshae,Caer Callidyrr,6860,1225268,1260,"{'humans': 6860, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",45,Starvation,['Feudalism'],"{'Aristocratic': 2, 'Wealthy': 121, 'Comfortable': 475, 'Modest': 1312, 'Poor': 2198, 'Squalid': 1513, 'Wretched': 282}",4,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,70.1,57.3,83,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 6860.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 2.0, ""Wealthy"": 121.0, ""Comfortable"": 475.0, ""Modest"": 1312.0, ""Poor"": 2198.0, ""Squalid"": 1513.0, ""Wretched"": 282.0}"
Codfin,Moonshae,Caer Callidyrr,14155,3245981,6099,"{'humans': 14098, 'halflings': 56, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",46,Dueling accidents,['Monarchy'],"{'Aristocratic': 53, 'Wealthy': 380, 'Comfortable': 1532, 'Modest': 2397, 'Poor': 4597, 'Squalid': 4627, 'Wretched': 1409}",16,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,78.2,49.9,60,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 14098.0, ""halflings"": 56.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 53.0, ""Wealthy"": 380.0, ""Comfortable"": 1532.0, ""Modest"": 2397.0, ""Poor"": 4597.0, ""Squalid"": 4627.0, ""Wretched"": 1409.0}"
Codscove,Moonshae,Caer Callidyrr,7445,1440217,1464,"{'humans': 7445, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",50,Dueling accidents,['Monarchy'],"{'Aristocratic': 0, 'Wealthy': 139, 'Comfortable': 592, 'Modest': 1533, 'Poor': 2385, 'Squalid': 1958, 'Wretched': 546}",0,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,77.8,62.7,67,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 7445.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 139.0, ""Comfortable"": 592.0, ""Modest"": 1533.0, ""Poor"": 2385.0, ""Squalid"": 1958.0, ""Wretched"": 546.0}"
Doncastle,Moonshae,Caer Callidyrr,100,12410,12,"{'humans': 100, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",51,Disease,['Republic'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 5, 'Modest': 16, 'Poor': 31, 'Squalid': 18, 'Wretched': 1}",0,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,78.2,59.3,77,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 100.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 5.0, ""Modest"": 16.0, ""Poor"": 31.0, ""Squalid"": 18.0, ""Wretched"": 1.0}"
Dorset,Moonshae,Caer Callidyrr,13107,2920730,5433,"{'humans': 13107, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",48,Assassination,['Plutocracy'],"{'Aristocratic': 54, 'Wealthy': 224, 'Comfortable': 1465, 'Modest': 2459, 'Poor': 4491, 'Squalid': 2788, 'Wretched': 732}",6,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,66.1,56.1,52,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 13107.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 54.0, ""Wealthy"": 224.0, ""Comfortable"": 1465.0, ""Modest"": 2459.0, ""Poor"": 4491.0, ""Squalid"": 2788.0, ""Wretched"": 732.0}"
Dultann,Moonshae,Caer Callidyrr,7597,1203478,1227,"{'humans': 7118, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 478, 'misc.': 0}",50,Starvation,['Plutocracy'],"{'Aristocratic': 1, 'Wealthy': 108, 'Comfortable': 599, 'Modest': 1051, 'Poor': 2281, 'Squalid': 1500, 'Wretched': 402}",7,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,76.1,53.2,81,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 7118.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 478.0, ""misc."": 0.0}","{""Aristocratic"": 1.0, ""Wealthy"": 108.0, ""Comfortable"": 599.0, ""Modest"": 1051.0, ""Poor"": 2281.0, ""Squalid"": 1500.0, ""Wretched"": 402.0}"
Dynnatt,Moonshae,Caer Callidyrr,133,12337,12,"{'humans': 133, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",50,Starvation,['Patriarchy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 6, 'Modest': 10, 'Poor': 45, 'Squalid': 28, 'Wretched': 2}",0,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,77.8,60.1,95,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 133.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 6.0, ""Modest"": 10.0, ""Poor"": 45.0, ""Squalid"": 28.0, ""Wretched"": 2.0}"
